,lncrna,gene,correlation,p_value,regulation_type,strength
9332,lncRNA_51462,FUN_018969,-0.3856732593466161,0.013979745535485793,repression,0.3856732593466161
9333,lncRNA_1241,FUN_018969,-0.420881754339186,0.006843304399564099,repression,0.420881754339186
9334,lncRNA_43156,FUN_018969,0.4278936358953664,0.005882331191553073,activation,0.4278936358953664
9335,lncRNA_48645,FUN_018969,0.37740987043140656,0.016359450616255006,activation,0.37740987043140656
9336,lncRNA_25940,FUN_018969,0.5761886547498953,9.994439930913225e-05,activation,0.5761886547498953
9337,lncRNA_22336,FUN_018969,-0.31213993567382825,0.04989679998582899,repression,0.31213993567382825
9338,lncRNA_30640,FUN_018969,0.33663032397918835,0.033674211738332537,activation,0.33663032397918835
9339,lncRNA_42705,FUN_018969,0.3781379770309471,0.016136892792662085,activation,0.3781379770309471
9340,lncRNA_46039,FUN_018969,0.4702592341414264,0.0021987335299032953,activation,0.4702592341414264
9341,lncRNA_1894,FUN_018969,-0.3152791274907285,0.04752026685058892,repression,0.3152791274907285
9342,lncRNA_13292,FUN_018969,-0.33145425002098344,0.036681203188004476,repression,0.33145425002098344
9343,lncRNA_41033,FUN_018969,0.40714570877080114,0.00912296420862189,activation,0.40714570877080114
9344,lncRNA_7401,FUN_018969,-0.3690446870450939,0.01910755999365646,repression,0.3690446870450939
9345,lncRNA_5502,FUN_018969,-0.4778972684053874,0.0018164895511297893,repression,0.4778972684053874
9346,lncRNA_37116,FUN_018969,-0.5076028809109622,0.0008278331481413575,repression,0.5076028809109622
9347,lncRNA_22218,FUN_018969,0.3676726522984614,0.019593312479457146,activation,0.3676726522984614
9348,lncRNA_25449,FUN_018969,-0.3233716536479026,0.04181282557621249,repression,0.3233716536479026
9349,lncRNA_36876,FUN_018969,0.37692076174900924,0.016510403281665587,activation,0.37692076174900924
9350,lncRNA_48769,FUN_018969,-0.3581085108397511,0.023275080335218627,repression,0.3581085108397511
9351,lncRNA_1350,FUN_018969,0.34801337447596614,0.027769064711032368,activation,0.34801337447596614
9352,lncRNA_45071,FUN_018969,0.6581089897902018,3.9278921975496216e-06,activation,0.6581089897902018
9353,lncRNA_33348,FUN_018969,-0.41062250155289864,0.00849190341199279,repression,0.41062250155289864
9354,lncRNA_35376,FUN_018969,0.31963531207971824,0.04437458295747475,activation,0.31963531207971824
9355,lncRNA_53503,FUN_018969,0.367316040170148,0.0197212478511044,activation,0.367316040170148
9356,lncRNA_25762,FUN_018969,0.43407395314867686,0.0051344019973428405,activation,0.43407395314867686
9357,lncRNA_28772,FUN_018969,0.39216706397870177,0.012321716236217682,activation,0.39216706397870177
9358,lncRNA_22244,FUN_018969,0.40596820603925515,0.0093456013931692,activation,0.40596820603925515
9359,lncRNA_45093,FUN_018969,0.3833425284054675,0.014619200699272679,activation,0.3833425284054675
9360,lncRNA_46502,FUN_018969,0.3685332949042275,0.01928741773191024,activation,0.3685332949042275
9361,lncRNA_13121,FUN_018969,-0.39217573105047804,0.01231962030756546,repression,0.39217573105047804
9362,lncRNA_6972,FUN_018969,0.40033655102016075,0.010475862041176018,activation,0.40033655102016075
9363,lncRNA_51179,FUN_018969,0.8189988051371728,1.0555733048767368e-10,activation,0.8189988051371728
9364,lncRNA_1010,FUN_018969,-0.3149725423816905,0.04774826531005205,repression,0.3149725423816905
9365,lncRNA_4084,FUN_018969,0.32514711756967934,0.040638335939586524,activation,0.32514711756967934
9366,lncRNA_29570,FUN_018969,-0.4725990303117029,0.0020747513404512615,repression,0.4725990303117029
9367,lncRNA_30218,FUN_018969,0.44933627704655466,0.003630288470152346,activation,0.44933627704655466
9368,lncRNA_17865,FUN_018969,0.6077599873535005,3.192964731829827e-05,activation,0.6077599873535005
9369,lncRNA_17871,FUN_018969,0.4430787046439711,0.004192651133466976,activation,0.4430787046439711
9370,lncRNA_19838,FUN_018969,0.36404268358702746,0.020928614355111994,activation,0.36404268358702746
9371,lncRNA_24691,FUN_018969,0.4397603703408997,0.0045205426197983305,activation,0.4397603703408997
9372,lncRNA_54012,FUN_018969,0.48800308721349706,0.0014013274547747233,activation,0.48800308721349706
9373,lncRNA_37496,FUN_018969,0.4236647450746884,0.006446820777162095,activation,0.4236647450746884
9374,lncRNA_36677,FUN_018969,0.42356716947442913,0.006460378994766055,activation,0.42356716947442913
9375,lncRNA_44697,FUN_018969,0.531007585663899,0.0004231109591483785,activation,0.531007585663899
9376,lncRNA_25759,FUN_018969,0.4612334242039303,0.002740167277565867,activation,0.4612334242039303
9377,lncRNA_36610,FUN_018969,-0.3144038631452131,0.04817351159651961,repression,0.3144038631452131
9378,lncRNA_28844,FUN_018969,-0.4924888412189706,0.0012456900187449108,repression,0.4924888412189706
9379,lncRNA_46179,FUN_018969,-0.40793045962938634,0.008977123004681257,repression,0.40793045962938634
9380,lncRNA_28433,FUN_018969,0.31694688503478985,0.04629534341389877,activation,0.31694688503478985
9381,lncRNA_45644,FUN_018969,-0.5138347856736404,0.0006956029436742618,repression,0.5138347856736404
9382,lncRNA_43262,FUN_018969,-0.3162857500520861,0.04677784094053183,repression,0.3162857500520861
9383,lncRNA_36999,FUN_018969,0.3296035717845543,0.037808204479647646,activation,0.3296035717845543
9384,lncRNA_9146,FUN_018969,0.42044281018299107,0.006907720288327642,activation,0.42044281018299107
9385,lncRNA_43077,FUN_018969,0.6123726808916762,2.6749126767567537e-05,activation,0.6123726808916762
9386,lncRNA_35462,FUN_018969,0.37578896863502775,0.01686421304805602,activation,0.37578896863502775
9387,lncRNA_8402,FUN_018969,0.7446980807097748,3.59404520742237e-08,activation,0.7446980807097748
9388,lncRNA_51332,FUN_018969,0.42997322869301996,0.005620781926949322,activation,0.42997322869301996
9389,lncRNA_948,FUN_018969,0.7139910063718202,2.3065921042979613e-07,activation,0.7139910063718202
9390,lncRNA_51597,FUN_018969,0.5069027843572951,0.0008440035932305079,activation,0.5069027843572951
9391,lncRNA_26004,FUN_018969,0.49407908307943404,0.0011943108924543648,activation,0.49407908307943404
9392,lncRNA_35986,FUN_018969,-0.5231488261794537,0.0005329388066223894,repression,0.5231488261794537
9393,lncRNA_15085,FUN_018969,0.5173349722944179,0.0006299049179267617,activation,0.5173349722944179
9394,lncRNA_44677,FUN_018969,0.3152133613043172,0.04756910110200108,activation,0.3152133613043172
9395,lncRNA_30987,FUN_018969,0.3233544604543222,0.04182433242392407,activation,0.3233544604543222
9396,lncRNA_21196,FUN_018969,-0.43432925712779047,0.005105366624416757,repression,0.43432925712779047
9397,lncRNA_8578,FUN_018969,0.5341071928144512,0.0003856997871979973,activation,0.5341071928144512
9398,lncRNA_1013,FUN_018969,-0.33044060759368243,0.037295025657439536,repression,0.33044060759368243
9399,lncRNA_54368,FUN_018969,-0.3500988593810744,0.026786144610395586,repression,0.3500988593810744
9400,lncRNA_49528,FUN_018969,-0.4554994453647636,0.003141911158936235,repression,0.4554994453647636
9401,lncRNA_51335,FUN_018969,0.4014222847321227,0.010249307252047594,activation,0.4014222847321227
9402,lncRNA_20229,FUN_018969,0.6546290813128126,4.59681291764592e-06,activation,0.6546290813128126
9403,lncRNA_10574,FUN_018969,-0.5078991213207024,0.0008210741779922366,repression,0.5078991213207024
9404,lncRNA_37337,FUN_018969,0.5042452220133957,0.000907974972264062,activation,0.5042452220133957
9405,lncRNA_8456,FUN_018969,0.5257854097164383,0.0004935415559168985,activation,0.5257854097164383
9406,lncRNA_27861,FUN_018969,0.5140978502520877,0.0006904610334269992,activation,0.5140978502520877
9407,lncRNA_49560,FUN_018969,-0.3236861893917145,0.041602770461353314,repression,0.3236861893917145
9408,lncRNA_36837,FUN_018969,0.43548402855244317,0.004975807587672674,activation,0.43548402855244317
9409,lncRNA_33160,FUN_018969,-0.3635711426035295,0.021107529922155407,repression,0.3635711426035295
9410,lncRNA_30445,FUN_018969,0.5010598852827371,0.0009903044840575332,activation,0.5010598852827371
9411,lncRNA_53968,FUN_018969,0.3487225193572813,0.02743153905086602,activation,0.3487225193572813
9412,lncRNA_33003,FUN_018969,-0.3868369682508266,0.013669444409514071,repression,0.3868369682508266
9413,lncRNA_8717,FUN_018969,0.4002650089669396,0.010490939323778708,activation,0.4002650089669396
9414,lncRNA_21450,FUN_018969,0.7110875646309136,2.7160514626416226e-07,activation,0.7110875646309136
9415,lncRNA_36250,FUN_018969,-0.5127677373859338,0.0007168115127295571,repression,0.5127677373859338
9416,lncRNA_7150,FUN_018969,-0.5167516469318366,0.0006404536507130112,repression,0.5167516469318366
9417,lncRNA_10571,FUN_018969,0.36683997274509356,0.019893128464604806,activation,0.36683997274509356
9418,lncRNA_42847,FUN_018969,-0.3884611347911403,0.01324613651293251,repression,0.3884611347911403
9419,lncRNA_28917,FUN_018969,-0.38912289297632424,0.013076878919977173,repression,0.38912289297632424
9420,lncRNA_53501,FUN_018969,-0.4545704071611127,0.003211633462743636,repression,0.4545704071611127
9421,lncRNA_35343,FUN_018969,0.4207416707142065,0.006863805437436122,activation,0.4207416707142065
9422,lncRNA_13847,FUN_018969,-0.3706782311158186,0.01854243683907052,repression,0.3706782311158186
9423,lncRNA_30114,FUN_018969,0.48561749898612155,0.0014909092684127151,activation,0.48561749898612155
9424,lncRNA_47353,FUN_018969,-0.33230062683598,0.03617502010810124,repression,0.33230062683598
9425,lncRNA_22774,FUN_018969,0.31941586181495396,0.044528910798605326,activation,0.31941586181495396
9426,lncRNA_6809,FUN_018969,-0.320492776877388,0.043775720623194216,repression,0.320492776877388
9427,lncRNA_51247,FUN_018969,-0.3244071698061436,0.041124515342108446,repression,0.3244071698061436
9428,lncRNA_37094,FUN_018969,-0.3464039141920257,0.02854786997465686,repression,0.3464039141920257
9429,lncRNA_35026,FUN_018969,-0.36981994119281963,0.018837585858602086,repression,0.36981994119281963
9430,lncRNA_38447,FUN_018969,-0.3823573203184977,0.01489684681709712,repression,0.3823573203184977
9431,lncRNA_3876,FUN_018969,0.46539921789636746,0.002477254917793469,activation,0.46539921789636746
9432,lncRNA_20155,FUN_018969,0.46927959106364026,0.002252548297048739,activation,0.46927959106364026
9433,lncRNA_14601,FUN_018969,0.6558635709601882,4.348389321923365e-06,activation,0.6558635709601882
9434,lncRNA_13917,FUN_018969,0.5164116472030748,0.0006466745830106198,activation,0.5164116472030748
9435,lncRNA_45064,FUN_018969,-0.335165370731214,0.03450396788086202,repression,0.335165370731214
9436,lncRNA_38457,FUN_018969,0.6391920904772185,9.020247782128047e-06,activation,0.6391920904772185
9437,lncRNA_26714,FUN_018969,-0.41468689542947357,0.007802013787815173,repression,0.41468689542947357
9438,lncRNA_47409,FUN_018969,0.5165697077004783,0.0006437758959545463,activation,0.5165697077004783
9439,lncRNA_32233,FUN_018969,0.4967501668605352,0.0011122270762792402,activation,0.4967501668605352
9440,lncRNA_14680,FUN_018969,0.40958066881037997,0.008676947546453196,activation,0.40958066881037997
9441,lncRNA_26584,FUN_018969,0.610404311660813,2.8857976957955772e-05,activation,0.610404311660813
9442,lncRNA_12004,FUN_018969,0.42950464348063044,0.00567882001591467,activation,0.42950464348063044
9443,lncRNA_43255,FUN_018969,-0.39414278915462014,0.011851705657344927,repression,0.39414278915462014
9444,lncRNA_26003,FUN_018969,0.4934408609412825,0.001214701104008412,activation,0.4934408609412825
9445,lncRNA_41468,FUN_018969,-0.33454244255951693,0.03486184008310062,repression,0.33454244255951693
9446,lncRNA_54184,FUN_018969,0.6755842235504619,1.7277577241522355e-06,activation,0.6755842235504619
9447,lncRNA_7534,FUN_018969,-0.35385962210246863,0.025086524275828262,repression,0.35385962210246863
9448,lncRNA_45096,FUN_018969,0.38397746629061685,0.014442595668226973,activation,0.38397746629061685
9449,lncRNA_36501,FUN_018969,-0.38230711592425853,0.014911113714933763,repression,0.38230711592425853
9450,lncRNA_46389,FUN_024599,0.3541380599276946,0.024964335289753243,activation,0.3541380599276946
9451,lncRNA_248,FUN_024599,0.39392232477332917,0.011903384569457326,activation,0.39392232477332917
9452,lncRNA_8790,FUN_024599,0.4491788416663884,0.0036435860199358454,activation,0.4491788416663884
9453,lncRNA_32638,FUN_024599,0.3321843553578899,0.036244216798036015,activation,0.3321843553578899
9454,lncRNA_25872,FUN_024599,0.31773382753682283,0.04572628175933626,activation,0.31773382753682283
9455,lncRNA_42629,FUN_024599,0.4094171883061529,0.008706295579561105,activation,0.4094171883061529
9456,lncRNA_3594,FUN_024599,0.3529620756751672,0.025483788472520134,activation,0.3529620756751672
9457,lncRNA_22208,FUN_024599,0.49478332758325927,0.001172163933132932,activation,0.49478332758325927
9458,lncRNA_52103,FUN_024599,0.47124874486322765,0.002145527615569782,activation,0.47124874486322765
9459,lncRNA_15088,FUN_024599,0.33435380924421265,0.03497080793610932,activation,0.33435380924421265
9460,lncRNA_36876,FUN_024599,0.32664988411067947,0.039665338234984485,activation,0.32664988411067947
9461,lncRNA_55673,FUN_024599,0.504574666226007,0.0008998174944897833,activation,0.504574666226007
9462,lncRNA_15121,FUN_024599,0.3565630137272874,0.02392093668605562,activation,0.3565630137272874
9463,lncRNA_30974,FUN_024599,0.4933865713480044,0.0012164497251637954,activation,0.4933865713480044
9464,lncRNA_30394,FUN_024599,0.4834474463678762,0.0015767555124719754,activation,0.4834474463678762
9465,lncRNA_38415,FUN_024599,0.3393232768655608,0.03219164568473654,activation,0.3393232768655608
9466,lncRNA_22207,FUN_024599,0.39769179355397666,0.011045691001043054,activation,0.39769179355397666
9467,lncRNA_50330,FUN_024599,0.350924421486202,0.026405095186431443,activation,0.350924421486202
9468,lncRNA_8600,FUN_024599,0.3518912829875663,0.02596455236175704,activation,0.3518912829875663
9469,lncRNA_19838,FUN_024599,0.3246428792832505,0.0409691329034866,activation,0.3246428792832505
9470,lncRNA_26554,FUN_024599,0.354067889317802,0.02499508208335004,activation,0.354067889317802
9471,lncRNA_46201,FUN_024599,0.36264039329550246,0.02146443612867179,activation,0.36264039329550246
9472,lncRNA_43480,FUN_024599,0.3575853477876903,0.0234920613201761,activation,0.3575853477876903
9473,lncRNA_26632,FUN_024599,0.32418544078621886,0.04127111870472864,activation,0.32418544078621886
9474,lncRNA_53779,FUN_024599,0.3550863516389996,0.024551893437323006,activation,0.3550863516389996
9475,lncRNA_54512,FUN_024599,0.32874027133595524,0.03834350996326958,activation,0.32874027133595524
9476,lncRNA_48654,FUN_024599,0.41647112924862445,0.00751472373932539,activation,0.41647112924862445
9477,lncRNA_46006,FUN_024599,0.36310328982782386,0.021286308079746352,activation,0.36310328982782386
9478,lncRNA_38053,FUN_024599,0.36927960093627393,0.01902541308840762,activation,0.36927960093627393
9479,lncRNA_8931,FUN_024599,0.38993799024538806,0.012870927673948124,activation,0.38993799024538806
9480,lncRNA_30786,FUN_024599,0.7333618357786827,7.35181501249857e-08,activation,0.7333618357786827
9481,lncRNA_3661,FUN_024599,0.37137785051592864,0.01830473329598371,activation,0.37137785051592864
9482,lncRNA_52375,FUN_024599,0.462726715338756,0.002643238808182976,activation,0.462726715338756
9483,lncRNA_4139,FUN_024599,-0.34186501720742063,0.030841984523366596,repression,0.34186501720742063
9484,lncRNA_18070,FUN_024599,0.33393563451972064,0.03521337028598853,activation,0.33393563451972064
9485,lncRNA_37117,FUN_024599,0.32661681789065183,0.039686541599882975,activation,0.32661681789065183
9486,lncRNA_29137,FUN_024599,0.3187252608049062,0.04501741204620126,activation,0.3187252608049062
9487,lncRNA_47353,FUN_024599,0.3736588365227788,0.017547445972746194,activation,0.3736588365227788
9488,lncRNA_35026,FUN_024599,0.5084005705522235,0.0008097450663483924,activation,0.5084005705522235
9489,lncRNA_22315,FUN_024599,0.32967536351125976,0.03776396485548449,activation,0.32967536351125976
9490,lncRNA_7467,FUN_024599,0.38562357113055984,0.013993126548227309,activation,0.38562357113055984
9491,lncRNA_41111,FUN_024599,0.36866333043052507,0.01924154988497157,activation,0.36866333043052507
9492,lncRNA_11503,FUN_024599,0.38596910382045424,0.013900298935800259,activation,0.38596910382045424
9493,lncRNA_38501,FUN_024599,0.3423696759414721,0.030579638738542254,activation,0.3423696759414721
9494,lncRNA_55657,FUN_024599,0.40891360019558776,0.008797235318672474,activation,0.40891360019558776
9495,lncRNA_25887,FUN_029378,0.3849844759728866,0.014166203980651552,activation,0.3849844759728866
9496,lncRNA_21997,FUN_029378,0.3876526983146199,0.013455428643603138,activation,0.3876526983146199
9497,lncRNA_10568,FUN_029378,0.31213324610764664,0.04990196457193349,activation,0.31213324610764664
9498,lncRNA_36997,FUN_029378,0.6111570672183276,2.8034228592765657e-05,activation,0.6111570672183276
9499,lncRNA_25449,FUN_029378,0.5237189334023561,0.0005241894339153672,activation,0.5237189334023561
9500,lncRNA_18170,FUN_029378,0.6016513902031234,4.0196040943271295e-05,activation,0.6016513902031234
9501,lncRNA_31001,FUN_029378,0.33362548597108116,0.035394160653721966,activation,0.33362548597108116
9502,lncRNA_54475,FUN_029378,0.4119014781948327,0.008269377719377993,activation,0.4119014781948327
9503,lncRNA_41434,FUN_029378,0.38486065403798253,0.014199945744458655,activation,0.38486065403798253
9504,lncRNA_43480,FUN_029378,0.3410553954320988,0.031266736655160665,activation,0.3410553954320988
9505,lncRNA_34989,FUN_029378,0.4984443377413951,0.0010627955237480018,activation,0.4984443377413951
9506,lncRNA_52191,FUN_029378,0.4444579369140409,0.0040625797303240315,activation,0.4444579369140409
9507,lncRNA_48654,FUN_029378,0.6515839290883203,5.266366986614175e-06,activation,0.6515839290883203
9508,lncRNA_54368,FUN_029378,0.4180304348686538,0.007271150627592591,activation,0.4180304348686538
9509,lncRNA_30786,FUN_029378,0.3378568511927738,0.03299216172846717,activation,0.3378568511927738
9510,lncRNA_3661,FUN_029378,0.4271452694421769,0.005978994597400568,activation,0.4271452694421769
9511,lncRNA_21206,FUN_029378,0.4383733760751872,0.004664064419851195,activation,0.4383733760751872
9512,lncRNA_6858,FUN_029378,0.45766921703346264,0.0029842081159624,activation,0.45766921703346264
9513,lncRNA_13847,FUN_029378,0.456341395234896,0.0030798718447851772,activation,0.456341395234896
9514,lncRNA_22315,FUN_029378,0.32764716464700827,0.03903016550841194,activation,0.32764716464700827
9515,lncRNA_11503,FUN_029378,0.4713340467513734,0.0021409944142485094,activation,0.4713340467513734
9516,lncRNA_173,FUN_029378,0.6065237307487303,3.34654407162323e-05,activation,0.6065237307487303
9517,lncRNA_46389,FUN_041773,0.33732869044028013,0.03328445807106964,activation,0.33732869044028013
9518,lncRNA_20490,FUN_041773,-0.3183265618652187,0.045301403121186114,repression,0.3183265618652187
9519,lncRNA_48640,FUN_041773,0.3655255267188384,0.020374227662155346,activation,0.3655255267188384
9520,lncRNA_9133,FUN_041773,0.39879813477265363,0.010804187651679798,activation,0.39879813477265363
9521,lncRNA_28501,FUN_041773,0.32282146566606257,0.04218232643233398,activation,0.32282146566606257
9522,lncRNA_51620,FUN_041773,0.42554972599848506,0.006189679380051691,activation,0.42554972599848506
9523,lncRNA_18371,FUN_041773,0.4515153008412657,0.003450542109094243,activation,0.4515153008412657
9524,lncRNA_21144,FUN_041773,0.4446170807432572,0.00404779991396168,activation,0.4446170807432572
9525,lncRNA_35336,FUN_041773,0.3282745554178766,0.03863484334254937,activation,0.3282745554178766
9526,lncRNA_10573,FUN_041773,0.37259278691594766,0.017898027650339085,activation,0.37259278691594766
9527,lncRNA_18650,FUN_041773,0.3470218932793431,0.028246726383572344,activation,0.3470218932793431
9528,lncRNA_9068,FUN_041773,0.37078991731112604,0.01850431725376555,activation,0.37078991731112604
9529,lncRNA_46660,FUN_041773,0.31348818259397804,0.048864650315830566,activation,0.31348818259397804
9530,lncRNA_51181,FUN_041773,0.40534170868121977,0.009465941029424253,activation,0.40534170868121977
9531,lncRNA_30710,FUN_041773,0.3183068618809217,0.045315472799031795,activation,0.3183068618809217
9532,lncRNA_42629,FUN_041773,0.3338946052449641,0.03523724337989575,activation,0.3338946052449641
9533,lncRNA_48740,FUN_041773,0.3752984794368781,0.017019516494397886,activation,0.3752984794368781
9534,lncRNA_3594,FUN_041773,0.3297499812175764,0.03771802859981937,activation,0.3297499812175764
9535,lncRNA_51358,FUN_041773,0.4405018657563737,0.004445401579951079,activation,0.4405018657563737
9536,lncRNA_26621,FUN_041773,0.5901091041371944,6.132284425357512e-05,activation,0.5901091041371944
9537,lncRNA_10730,FUN_041773,0.4459445725286314,0.003926328252748231,activation,0.4459445725286314
9538,lncRNA_9431,FUN_041773,0.34157624691962324,0.03099293339044508,activation,0.34157624691962324
9539,lncRNA_51462,FUN_041773,0.4019549743823597,0.01013969250396204,activation,0.4019549743823597
9540,lncRNA_44507,FUN_041773,0.36498196197300287,0.020576004189085038,activation,0.36498196197300287
9541,lncRNA_34857,FUN_041773,0.35951063373324693,0.022701771961343164,activation,0.35951063373324693
9542,lncRNA_30640,FUN_041773,0.33506031016248883,0.03456411312576601,activation,0.33506031016248883
9543,lncRNA_21997,FUN_041773,0.3436537637516847,0.029920392496609296,activation,0.3436537637516847
9544,lncRNA_22208,FUN_041773,0.4167175524975383,0.007475770149891401,activation,0.4167175524975383
9545,lncRNA_51657,FUN_041773,0.4047480277329727,0.009581198478243198,activation,0.4047480277329727
9546,lncRNA_41033,FUN_041773,0.3609672327459832,0.022118708783241722,activation,0.3609672327459832
9547,lncRNA_5502,FUN_041773,-0.3563039790879549,0.02403063195807193,repression,0.3563039790879549
9548,lncRNA_52103,FUN_041773,0.5491548061660834,0.0002429102476255005,activation,0.5491548061660834
9549,lncRNA_22218,FUN_041773,0.39531644204777006,0.011579792437345188,activation,0.39531644204777006
9550,lncRNA_36876,FUN_041773,0.5268104609209427,0.0004789421685199809,activation,0.5268104609209427
9551,lncRNA_589,FUN_041773,0.3611242689019327,0.02205660193650559,activation,0.3611242689019327
9552,lncRNA_30974,FUN_041773,0.3393230354643832,0.032191776137927765,activation,0.3393230354643832
9553,lncRNA_22989,FUN_041773,0.4383985135663664,0.004661428464184008,activation,0.4383985135663664
9554,lncRNA_30394,FUN_041773,0.33199754940678206,0.03635561738271925,activation,0.33199754940678206
9555,lncRNA_28772,FUN_041773,0.3249719375932963,0.040753012591542646,activation,0.3249719375932963
9556,lncRNA_22244,FUN_041773,0.3583153610584157,0.02318975140215736,activation,0.3583153610584157
9557,lncRNA_31001,FUN_041773,0.3349235633752073,0.03464252685951447,activation,0.3349235633752073
9558,lncRNA_54447,FUN_041773,0.37823035065874083,0.016108840676815447,activation,0.37823035065874083
9559,lncRNA_54145,FUN_041773,0.3768798400575632,0.016523085908836152,activation,0.3768798400575632
9560,lncRNA_51179,FUN_041773,0.40534170868121977,0.009465941029424253,activation,0.40534170868121977
9561,lncRNA_22207,FUN_041773,0.3519725152416544,0.025927818904635087,activation,0.3519725152416544
9562,lncRNA_30218,FUN_041773,0.37580251486904875,0.016859940903426348,activation,0.37580251486904875
9563,lncRNA_41434,FUN_041773,0.3364247732537611,0.033789639076835735,activation,0.3364247732537611
9564,lncRNA_8600,FUN_041773,0.5480177653705843,0.0002517400362734642,activation,0.5480177653705843
9565,lncRNA_17871,FUN_041773,0.38360905485019237,0.014544846392376253,activation,0.38360905485019237
9566,lncRNA_26554,FUN_041773,0.43702220117196616,0.004807669588998138,activation,0.43702220117196616
9567,lncRNA_10141,FUN_041773,0.37455712069865493,0.017256537420563163,activation,0.37455712069865493
9568,lncRNA_46201,FUN_041773,0.3542904280255265,0.024897680063610234,activation,0.3542904280255265
9569,lncRNA_52478,FUN_041773,0.3337079507547467,0.03534601664217248,activation,0.3337079507547467
9570,lncRNA_43480,FUN_041773,0.49760085116289654,0.001087157081913965,activation,0.49760085116289654
9571,lncRNA_6937,FUN_041773,0.3743973293096466,0.017307986853781248,activation,0.3743973293096466
9572,lncRNA_44784,FUN_041773,0.5892548211985453,6.322981749030749e-05,activation,0.5892548211985453
9573,lncRNA_9066,FUN_041773,0.3708758073293727,0.018475046939358957,activation,0.3708758073293727
9574,lncRNA_26562,FUN_041773,0.3340524672962841,0.03514546309857497,activation,0.3340524672962841
9575,lncRNA_44694,FUN_041773,0.3604884420682865,0.02230896922788084,activation,0.3604884420682865
9576,lncRNA_48654,FUN_041773,0.3171051805927413,0.04618041777174788,activation,0.3171051805927413
9577,lncRNA_12279,FUN_041773,0.34621530819509494,0.028640305179096447,activation,0.34621530819509494
9578,lncRNA_42411,FUN_041773,0.31637571613588394,0.04671194582326373,activation,0.31637571613588394
9579,lncRNA_1293,FUN_041773,0.34686561336654814,0.028322632904681556,activation,0.34686561336654814
9580,lncRNA_948,FUN_041773,0.31553433435075867,0.04733114757901516,activation,0.31553433435075867
9581,lncRNA_51597,FUN_041773,0.3629980292050598,0.021326704694225027,activation,0.3629980292050598
9582,lncRNA_38053,FUN_041773,0.46791779534966027,0.002329278052067845,activation,0.46791779534966027
9583,lncRNA_44505,FUN_041773,0.36498196197300287,0.020576004189085038,activation,0.36498196197300287
9584,lncRNA_53842,FUN_041773,0.36330437670449545,0.02120931332366452,activation,0.36330437670449545
9585,lncRNA_8931,FUN_041773,0.3338386941213816,0.03526979689299457,activation,0.3338386941213816
9586,lncRNA_3661,FUN_041773,0.37283173127087743,0.017818940563207774,activation,0.37283173127087743
9587,lncRNA_37337,FUN_041773,0.3149300916234706,0.04777990414086729,activation,0.3149300916234706
9588,lncRNA_52375,FUN_041773,0.3542260086992291,0.02492584299082194,activation,0.3542260086992291
9589,lncRNA_28854,FUN_041773,0.4428366338828412,0.004215850167009777,activation,0.4428366338828412
9590,lncRNA_27861,FUN_041773,0.3228909313160258,0.042135528259798966,activation,0.3228909313160258
9591,lncRNA_28473,FUN_041773,0.4150964192720319,0.007735252369438155,activation,0.4150964192720319
9592,lncRNA_29137,FUN_041773,0.5260817876213788,0.0004892799981487436,activation,0.5260817876213788
9593,lncRNA_44765,FUN_041773,0.4940932940754137,0.0011938603467311828,activation,0.4940932940754137
9594,lncRNA_10571,FUN_041773,0.4664404384454124,0.002415107161825601,activation,0.4664404384454124
9595,lncRNA_47353,FUN_041773,0.3300076671970633,0.037559742288682745,activation,0.3300076671970633
9596,lncRNA_35026,FUN_041773,0.564739749046397,0.00014695318011131729,activation,0.564739749046397
9597,lncRNA_34899,FUN_041773,0.46241366537821016,0.0026633057762900114,activation,0.46241366537821016
9598,lncRNA_22315,FUN_041773,0.3156239595815082,0.047264875721064144,activation,0.3156239595815082
9599,lncRNA_7467,FUN_041773,0.3145521740370104,0.048062314636548524,activation,0.3145521740370104
9600,lncRNA_48067,FUN_041773,0.32143583767543166,0.04312465778483612,activation,0.32143583767543166
9601,lncRNA_42796,FUN_041773,0.3549753132446422,0.024599892699198402,activation,0.3549753132446422
9602,lncRNA_38457,FUN_041773,0.32978387467981807,0.03769717813250825,activation,0.32978387467981807
9603,lncRNA_9551,FUN_041773,0.3201530069850884,0.044012231137553016,activation,0.3201530069850884
9604,lncRNA_37327,FUN_041773,0.40153026462480734,0.010227006161610696,activation,0.40153026462480734
9605,lncRNA_44361,FUN_041773,0.3189293886197022,0.04487257153458394,activation,0.3189293886197022
9606,lncRNA_36556,FUN_041773,0.36676581436241296,0.019920015434214927,activation,0.36676581436241296
9607,lncRNA_33406,FUN_041773,0.33832980087625714,0.03273221314853273,activation,0.33832980087625714
9608,lncRNA_38501,FUN_041773,0.5972814368907667,4.725687135125081e-05,activation,0.5972814368907667
9609,lncRNA_6416,FUN_041773,0.3394082713902203,0.03214574166109992,activation,0.3394082713902203
9610,lncRNA_52138,FUN_041773,0.46271001734212536,0.0026443058173028803,activation,0.46271001734212536
9611,lncRNA_36501,FUN_041773,0.3169060694149391,0.04632501378961875,activation,0.3169060694149391
9612,lncRNA_19753,FUN_043163,0.6925009546397551,7.391705222410631e-07,activation,0.6925009546397551
9613,lncRNA_4357,FUN_043163,-0.3376160575997138,0.03312515984051464,repression,0.3376160575997138
