,feature1,feature2,correlation,p_value
344,FUN_043261,lncRNA_19899,0.2667010078850718,0.09619974098913345
345,FUN_043261,lncRNA_18370,0.28889116820518645,0.07061622761355814
346,FUN_043261,lncRNA_8599,0.2478015266218025,0.12314781593805507
347,FUN_043261,lncRNA_35740,0.4198082197337688,0.00700177134224953
348,FUN_043261,lncRNA_42994,0.0932356378751059,0.5671700829359392
349,FUN_043261,lncRNA_23818,0.024054027529815752,0.8828730223125115
350,FUN_043261,lncRNA_51221,-0.026687376254249672,0.8701542398132269
351,FUN_043261,lncRNA_3431,-0.6395331927731289,8.89044441235001e-06
352,FUN_043261,lncRNA_18396,0.42320627390144827,0.00651073984974349
353,FUN_043261,lncRNA_2968,0.18045427655499577,0.26515881084053894
354,FUN_043261,lncRNA_19949,0.2641378664147952,0.09956242169304019
355,FUN_043261,lncRNA_8833,0.5403424105755196,0.0003192924331739569
356,FUN_043261,lncRNA_6995,0.3256508378101526,0.040310051556608016
357,FUN_043261,lncRNA_21641,-0.09550523203319422,0.5577296952253249
358,FUN_043261,lncRNA_2884,0.33950189763540534,0.0320952381256939
359,FUN_043261,lncRNA_7220,-0.01715399852522603,0.9163291735245588
360,FUN_043261,lncRNA_2924,0.4267594611619671,0.006029362157418327
361,FUN_043261,lncRNA_39145,0.21889798620707726,0.17476324741146723
362,FUN_043261,lncRNA_38266,0.4853188832244987,0.001502471694419346
363,FUN_043261,lncRNA_37631,0.06575979800666495,0.6868377859075938
364,FUN_043261,lncRNA_22636,-0.2108882645048334,0.1914750811143615
365,FUN_043261,lncRNA_19909,0.06159320685914337,0.7057605629411705
366,FUN_043261,lncRNA_28508,0.07654327897891262,0.6387543959134035
367,FUN_043261,lncRNA_32791,-0.34986059662815244,0.026896961502593957
368,FUN_043261,lncRNA_18122,-0.04553445753236944,0.7802464509803175
369,FUN_043261,lncRNA_7601,0.1047333395859423,0.5201203392040622
370,FUN_043261,lncRNA_18348,0.49163202268493644,0.0012741767305425712
371,FUN_043261,lncRNA_54343,0.02716349889214975,0.8678579630025095
372,FUN_043261,lncRNA_22448,-0.1716324247438038,0.2896177603811039
373,FUN_043261,lncRNA_35317,-0.021781147027626728,0.8938742571754001
374,FUN_043261,lncRNA_50879,0.07844524587545497,0.6304158789117071
375,FUN_043261,lncRNA_53591,0.09182854359514228,0.5730595483710406
376,FUN_043261,lncRNA_54190,-0.10036361601063762,0.5377716674117382
377,FUN_043261,lncRNA_20253,0.21279506882439525,0.18739798506390276
378,FUN_043261,lncRNA_17170,0.3654188983575304,0.020413678023062497
379,FUN_043261,lncRNA_2985,0.5198585937937547,0.000586032571926686
380,FUN_043261,lncRNA_42856,0.045072889707878865,0.7824199001724449
381,FUN_043261,lncRNA_18555,0.04756323285284489,0.770713012078219
