,mirna,gene,correlation,p_value,regulation_type,strength
610,Cluster_1836,FUN_007113,0.3647243479301877,0.02067221548164947,activation,0.3647243479301877
611,Cluster_1832,FUN_007113,0.46287216727308833,0.002633960325078459,activation,0.46287216727308833
612,Cluster_2500,FUN_007113,0.3587710875968942,0.023002676567264464,activation,0.3587710875968942
613,Cluster_5517,FUN_007113,0.3178574503895549,0.04563740262562599,activation,0.3178574503895549
614,Cluster_14165,FUN_007113,0.46601951060613434,0.0024400644182920035,activation,0.46601951060613434
615,Cluster_17623,FUN_007113,0.5264104604355685,0.0004845925956705772,activation,0.5264104604355685
616,Cluster_3227,FUN_007113,0.407847163230728,0.008992507756639142,activation,0.407847163230728
617,Cluster_9420,FUN_007113,0.37596042851399936,0.016810206089454476,activation,0.37596042851399936
618,Cluster_9380,FUN_007113,0.4409556224384738,0.004399956781706972,activation,0.4409556224384738
619,Cluster_1865,FUN_007113,0.6742622590447384,1.8420211131395046e-06,activation,0.6742622590447384
620,Cluster_3226,FUN_007113,0.5032719600638375,0.0009324596096697685,activation,0.5032719600638375
621,Cluster_2372,FUN_007113,0.37437061558373413,0.017316600688323577,activation,0.37437061558373413
622,Cluster_14605,FUN_007113,0.4448058958807792,0.004030325256241432,activation,0.4448058958807792
623,Cluster_5603,FUN_012129,0.4153556114711193,0.007693252641099168,activation,0.4153556114711193
624,Cluster_4036,FUN_012129,0.3566347873303621,0.023890616041952337,activation,0.3566347873303621
625,Cluster_14532,FUN_007521,0.32815649980533096,0.03870898032737041,activation,0.32815649980533096
626,Cluster_1819,FUN_007521,0.45814282140318846,0.0029507218882795254,activation,0.45814282140318846
627,Cluster_3109,FUN_007521,0.6192476002917152,2.04384702012027e-05,activation,0.6192476002917152
628,Cluster_14692,FUN_007521,0.3221936886345178,0.042607169229157416,activation,0.3221936886345178
629,Cluster_2500,FUN_007521,0.38791823645576495,0.013386377698204041,activation,0.38791823645576495
630,Cluster_17623,FUN_007521,0.33027361033320324,0.03739695315289717,activation,0.33027361033320324
631,Cluster_9532,FUN_016737,0.3724495535705262,0.01794557710389767,activation,0.3724495535705262
632,Cluster_1950,FUN_016737,0.3409599941110966,0.031317102768898375,activation,0.3409599941110966
633,Cluster_14532,FUN_016737,0.48522102176595344,0.0015062781015924892,activation,0.48522102176595344
634,Cluster_5603,FUN_016737,0.41163445659186004,0.008315417963432476,activation,0.41163445659186004
635,Cluster_14610,FUN_016737,0.4031619445815448,0.00989502694692644,activation,0.4031619445815448
636,Cluster_1819,FUN_016737,0.4077435872549849,0.00901166963103366,activation,0.4077435872549849
637,Cluster_14146,FUN_016737,0.3736845342967263,0.017539066815316195,activation,0.3736845342967263
638,Cluster_17245,FUN_016737,0.34816657873964824,0.02769585585983693,activation,0.34816657873964824
639,Cluster_3109,FUN_016737,0.3138061731838796,0.04862373725178949,activation,0.3138061731838796
640,Cluster_9366,FUN_016737,0.37120273790830294,0.018363988256527512,activation,0.37120273790830294
641,Cluster_9786,FUN_016737,0.33998251628118276,0.031837010830564776,activation,0.33998251628118276
642,Cluster_4034,FUN_016737,0.35917099573640454,0.022839552875277794,activation,0.35917099573640454
643,Cluster_2746,FUN_016737,0.3796782672357657,0.01567448275029491,activation,0.3796782672357657
644,Cluster_5685,FUN_016737,0.31551942772329167,0.04734217730221094,activation,0.31551942772329167
645,Cluster_14692,FUN_016737,0.37115964365284,0.01837859525739179,activation,0.37115964365284
646,Cluster_5516,FUN_016737,0.5173172160596531,0.0006302237157326351,activation,0.5173172160596531
647,Cluster_13327,FUN_016737,0.5181327230227587,0.0006157296290808515,activation,0.5181327230227587
648,Cluster_16354,FUN_016737,0.47613805687084204,0.0018989081774067782,activation,0.47613805687084204
649,Cluster_3301,FUN_016737,0.3788956398929134,0.015908017352609268,activation,0.3788956398929134
650,Cluster_1832,FUN_016737,0.44693368284599155,0.0038378970570744015,activation,0.44693368284599155
651,Cluster_2500,FUN_016737,0.38527805241344915,0.014086474912485783,activation,0.38527805241344915
652,Cluster_5517,FUN_016737,0.4649603769076362,0.002503865880353797,activation,0.4649603769076362
653,Cluster_17623,FUN_016737,0.4205873598006747,0.006886449882750216,activation,0.4205873598006747
654,Cluster_9420,FUN_016737,0.4674948816113862,0.0023535696684109145,activation,0.4674948816113862
655,Cluster_9380,FUN_016737,0.3255305190324894,0.040388268805658066,activation,0.3255305190324894
656,Cluster_1865,FUN_016737,0.4624737653442355,0.0026594429505713006,activation,0.4624737653442355
657,Cluster_2372,FUN_016737,0.47503198586489137,0.0019523984814934134,activation,0.47503198586489137
658,Cluster_14605,FUN_016737,0.45010068246140694,0.0035663242307560176,activation,0.45010068246140694
659,Cluster_4036,FUN_016737,0.37134805678191685,0.018314803606021345,activation,0.37134805678191685
660,Cluster_5685,FUN_034254,0.3157797364472522,0.04714986738189419,activation,0.3157797364472522
661,Cluster_14532,FUN_013617,-0.43711587113321776,0.004797591800722374,repression,0.43711587113321776
662,Cluster_14610,FUN_013617,-0.3554001653697184,0.024416660067385215,repression,0.3554001653697184
663,Cluster_15097,FUN_013617,-0.40880465768215474,0.00881701532702056,repression,0.40880465768215474
664,Cluster_1819,FUN_013617,-0.32685360228896365,0.03953490954071121,repression,0.32685360228896365
665,Cluster_14146,FUN_013617,-0.35751973300899037,0.023519393445452917,repression,0.35751973300899037
666,Cluster_17245,FUN_013617,-0.4006620311697542,0.01040750131852904,repression,0.4006620311697542
667,Cluster_9786,FUN_013617,-0.39324507758137595,0.012063338412871254,repression,0.39324507758137595
668,Cluster_4034,FUN_013617,-0.341718702534532,0.030918391700905407,repression,0.341718702534532
669,Cluster_2746,FUN_013617,-0.46449094988828027,0.0025326089689644967,repression,0.46449094988828027
670,Cluster_5516,FUN_013617,-0.480139665836425,0.0017160157040462462,repression,0.480139665836425
671,Cluster_16354,FUN_013617,-0.4673942607927977,0.00235938186512344,repression,0.4673942607927977
672,Cluster_3301,FUN_013617,-0.3515329577116846,0.026127103785425133,repression,0.3515329577116846
673,Cluster_1836,FUN_013617,-0.3610208857344409,0.022097472956692996,repression,0.3610208857344409
674,Cluster_1832,FUN_013617,-0.3726121732614458,0.017891600072835877,repression,0.3726121732614458
675,Cluster_2500,FUN_013617,-0.3264923086036629,0.03976646470572817,repression,0.3264923086036629
676,Cluster_5517,FUN_013617,-0.388470175952357,0.013243811597823505,repression,0.388470175952357
677,Cluster_9706,FUN_013617,-0.3244339561306868,0.04110683339092866,repression,0.3244339561306868
678,Cluster_14165,FUN_013617,-0.34093657111772335,0.031329478897863666,repression,0.34093657111772335
679,Cluster_17623,FUN_013617,-0.34133306359874466,0.03112052413858294,repression,0.34133306359874466
680,Cluster_3227,FUN_013617,-0.38901875492839416,0.013103391931777867,repression,0.38901875492839416
681,Cluster_9420,FUN_013617,-0.40601207540043105,0.009337224113320714,repression,0.40601207540043105
682,Cluster_9380,FUN_013617,-0.3276156407401368,0.039050115554844694,repression,0.3276156407401368
683,Cluster_1865,FUN_013617,-0.3437813381082423,0.029855541529818553,repression,0.3437813381082423
684,Cluster_3226,FUN_013617,-0.41827757884056477,0.007233176193814472,repression,0.41827757884056477
685,Cluster_2372,FUN_013617,-0.448369892861511,0.003712585039070119,repression,0.448369892861511
686,Cluster_14605,FUN_013617,-0.43091261819767895,0.005505975662457858,repression,0.43091261819767895
687,Cluster_4036,FUN_013617,-0.40214436461158676,0.010100962647557698,repression,0.40214436461158676
688,Cluster_4026,FUN_019453,0.38037341016856635,0.015469486752386685,activation,0.38037341016856635
689,Cluster_17192,FUN_019453,0.332832175920874,0.03586005411295678,activation,0.332832175920874
690,Cluster_9706,FUN_019453,0.3168613084312673,0.04635756985732086,activation,0.3168613084312673
691,Cluster_3227,FUN_019453,0.3308960813694503,0.03701817836636181,activation,0.3308960813694503
692,Cluster_9532,FUN_021948,0.41892973440907555,0.007133789335244139,activation,0.41892973440907555
693,Cluster_1950,FUN_021948,0.40170319570771906,0.010191377044983737,activation,0.40170319570771906
694,Cluster_14610,FUN_021948,0.33705502829570283,0.03343674335603855,activation,0.33705502829570283
695,Cluster_1819,FUN_021948,0.31898729153773403,0.04483155480049405,activation,0.31898729153773403
696,Cluster_14146,FUN_021948,0.3329419273970678,0.03579530194204201,activation,0.3329419273970678
697,Cluster_12081,FUN_021948,0.40385043750644156,0.009757736140002587,activation,0.40385043750644156
698,Cluster_9366,FUN_021948,0.4026010546686247,0.010008090142704443,activation,0.4026010546686247
699,Cluster_1833,FUN_021948,0.5341587236059847,0.00038510372497283434,activation,0.5341587236059847
700,Cluster_9786,FUN_021948,0.4088497669542561,0.008808820499557642,activation,0.4088497669542561
701,Cluster_4034,FUN_021948,0.42083973405529546,0.006849448457871224,activation,0.42083973405529546
702,Cluster_11565,FUN_021948,0.32646548486375054,0.03978370014170989,activation,0.32646548486375054
703,Cluster_5685,FUN_021948,0.5489883247779316,0.0002441854082744919,activation,0.5489883247779316
704,Cluster_14692,FUN_021948,0.37004423645152534,0.01876007715776282,activation,0.37004423645152534
705,Cluster_17173,FUN_021948,0.3795658746150863,0.0157078414667474,activation,0.3795658746150863
706,Cluster_13327,FUN_021948,0.34033878069985185,0.0316467019336948,activation,0.34033878069985185
707,Cluster_17192,FUN_021948,0.48942895909640294,0.001350087925260212,activation,0.48942895909640294
708,Cluster_12083,FUN_021948,0.40562397126385075,0.009411559976765169,activation,0.40562397126385075
709,Cluster_1832,FUN_021948,0.4570749030865487,0.003026699402016761,activation,0.4570749030865487
710,Cluster_4752,FUN_021948,0.33071414532101706,0.037128561105952286,activation,0.33071414532101706
711,Cluster_5517,FUN_021948,0.34664503891659165,0.02843005478524452,activation,0.34664503891659165
712,Cluster_9706,FUN_021948,0.34930241278534463,0.027158062852374647,activation,0.34930241278534463
713,Cluster_12087,FUN_021948,0.3600720730054693,0.022475533037983914,activation,0.3600720730054693
714,Cluster_14605,FUN_021948,0.41259483969031385,0.008150848005577395,activation,0.41259483969031385
715,Cluster_17186,FUN_021948,0.34809038167961986,0.027732246731065398,activation,0.34809038167961986
716,Cluster_4026,FUN_034966,0.38159300245287825,0.01511530189969971,activation,0.38159300245287825
717,Cluster_14532,FUN_009107,0.32987161045512825,0.03764324883692672,activation,0.32987161045512825
718,Cluster_14610,FUN_009107,0.3496716010080972,0.026985133985354216,activation,0.3496716010080972
719,Cluster_15097,FUN_009107,0.44314986693342606,0.004185852409882575,activation,0.44314986693342606
720,Cluster_12081,FUN_009107,-0.3473461683362737,0.02808975975088113,repression,0.3473461683362737
721,Cluster_17245,FUN_009107,0.3799410989559342,0.015596706308883813,activation,0.3799410989559342
722,Cluster_16354,FUN_009107,0.37298879770122423,0.01776711409187475,activation,0.37298879770122423
723,Cluster_1951,FUN_009107,0.32115486018447864,0.043317810071850524,activation,0.32115486018447864
724,Cluster_3301,FUN_009107,0.4235936300350022,0.006456699845998496,activation,0.4235936300350022
725,Cluster_12083,FUN_009107,-0.328530032821251,0.0384748041297172,repression,0.328530032821251
726,Cluster_2500,FUN_009107,0.3193034851806963,0.0446081074675224,activation,0.3193034851806963
727,Cluster_3226,FUN_009107,0.4572186201666646,0.003016375910128736,activation,0.4572186201666646
728,Cluster_12087,FUN_009107,-0.35382052400876013,0.025103721704542777,repression,0.35382052400876013
729,Cluster_4036,FUN_009107,0.3165096673928496,0.04661397295647047,activation,0.3165096673928496
730,Cluster_14633,FUN_001045,-0.404260852506631,0.009676673732538634,repression,0.404260852506631
731,Cluster_9532,FUN_001282,0.35485074996635635,0.024653831272719806,activation,0.35485074996635635
732,Cluster_14532,FUN_001282,0.458447293527098,0.002929368304372669,activation,0.458447293527098
733,Cluster_4026,FUN_001282,0.35181800902250293,0.025997724088656547,activation,0.35181800902250293
734,Cluster_5603,FUN_001282,0.5497281584740288,0.00023856438839044193,activation,0.5497281584740288
735,Cluster_14610,FUN_001282,0.37021052774851326,0.018702785584754866,activation,0.37021052774851326
736,Cluster_15097,FUN_001282,0.32128415827991713,0.04322883976648759,activation,0.32128415827991713
737,Cluster_1819,FUN_001282,0.4821673326566058,0.0016294182562132762,activation,0.4821673326566058
738,Cluster_14146,FUN_001282,0.34498512921331204,0.029249298931230714,activation,0.34498512921331204
739,Cluster_10452,FUN_001282,0.40000621394184555,0.010545634430731792,activation,0.40000621394184555
740,Cluster_3109,FUN_001282,0.5463704117371005,0.00026504519036530587,activation,0.5463704117371005
741,Cluster_9366,FUN_001282,0.42824070181444257,0.005837962817218556,activation,0.42824070181444257
742,Cluster_14692,FUN_001282,0.3724253212580494,0.01795363204488631,activation,0.3724253212580494
743,Cluster_5516,FUN_001282,0.4205251719554741,0.0068955938637556,activation,0.4205251719554741
744,Cluster_13327,FUN_001282,0.4851427679800308,0.0015093279808173804,activation,0.4851427679800308
745,Cluster_1832,FUN_001282,0.4020520047523354,0.010119834201833218,activation,0.4020520047523354
746,Cluster_2500,FUN_001282,0.46833923717141884,0.0023052903892762234,activation,0.46833923717141884
747,Cluster_5517,FUN_001282,0.48885726219857506,0.0013704295659766213,activation,0.48885726219857506
748,Cluster_17623,FUN_001282,0.5976862412977393,4.6558350295970653e-05,activation,0.5976862412977393
749,Cluster_3227,FUN_001282,0.3387190061305906,0.03251955784209866,activation,0.3387190061305906
750,Cluster_9420,FUN_001282,0.3376006323808346,0.03313369467534128,activation,0.3376006323808346
751,Cluster_9380,FUN_001282,0.3149552195550451,0.04776117408560871,activation,0.3149552195550451
752,Cluster_1865,FUN_001282,0.7527402245699308,2.1141567754875517e-08,activation,0.7527402245699308
753,Cluster_3226,FUN_001282,0.39185312186979226,0.012397840398245789,activation,0.39185312186979226
754,Cluster_14605,FUN_001282,0.3856441988991177,0.013987570183640316,activation,0.3856441988991177
755,Cluster_13327,FUN_022572,-0.3352825159062018,0.034437005624762144,repression,0.3352825159062018
756,Cluster_5685,FUN_015045,0.46215748018738145,0.0026798268920265496,activation,0.46215748018738145
757,Cluster_9532,FUN_023418,-0.3159739392784761,0.04700680604254941,repression,0.3159739392784761
758,Cluster_14532,FUN_023418,-0.48665099941866513,0.0014514968384115492,repression,0.48665099941866513
759,Cluster_14610,FUN_023418,-0.45487940393708914,0.003188295271245784,repression,0.45487940393708914
760,Cluster_15097,FUN_023418,-0.4651342874297466,0.002493290224645665,repression,0.4651342874297466
761,Cluster_1819,FUN_023418,-0.4216989882734368,0.006724752605269315,repression,0.4216989882734368
762,Cluster_14146,FUN_023418,-0.34580208468746815,0.028843689547767174,repression,0.34580208468746815
763,Cluster_12081,FUN_023418,-0.35536154553431365,0.024433269211307444,repression,0.35536154553431365
764,Cluster_10452,FUN_023418,-0.332019355760789,0.03634259887787533,repression,0.332019355760789
765,Cluster_17245,FUN_023418,-0.5662400506881317,0.00013982647972493058,repression,0.5662400506881317
766,Cluster_9786,FUN_023418,-0.39293712416503135,0.012136674007897448,repression,0.39293712416503135
767,Cluster_4034,FUN_023418,-0.3763778826323568,0.016679323977606887,repression,0.3763778826323568
768,Cluster_2746,FUN_023418,-0.4832435486944177,0.0015850416710682096,repression,0.4832435486944177
769,Cluster_14692,FUN_023418,-0.36640929297515923,0.020049701691132158,repression,0.36640929297515923
770,Cluster_17173,FUN_023418,-0.330970000902265,0.03697340719720756,repression,0.330970000902265
771,Cluster_5516,FUN_023418,-0.45650354390676756,0.003068047743014601,repression,0.45650354390676756
772,Cluster_16354,FUN_023418,-0.5523371234889447,0.00021965950650119874,repression,0.5523371234889447
773,Cluster_3301,FUN_023418,-0.49097973339151,0.0012962486909118788,repression,0.49097973339151
774,Cluster_12083,FUN_023418,-0.3810543227849546,0.015270886949270677,repression,0.3810543227849546
775,Cluster_1836,FUN_023418,-0.31652374583827764,0.046603685531120806,repression,0.31652374583827764
776,Cluster_2500,FUN_023418,-0.38113948167398853,0.01524620113033587,repression,0.38113948167398853
777,Cluster_17623,FUN_023418,-0.36489125621450197,0.020609837301887524,repression,0.36489125621450197
778,Cluster_9420,FUN_023418,-0.40243623719404564,0.010041522913218612,repression,0.40243623719404564
779,Cluster_2372,FUN_023418,-0.4661181521984615,0.002434195628504488,repression,0.4661181521984615
780,Cluster_12087,FUN_023418,-0.39318473673288673,0.012077678133616286,repression,0.39318473673288673
781,Cluster_14605,FUN_023418,-0.4802380232196321,0.0017117231968541494,repression,0.4802380232196321
782,Cluster_17186,FUN_023418,-0.34966216630461733,0.0269895418429356,repression,0.34966216630461733
783,Cluster_4036,FUN_023418,-0.4693303943810725,0.0022497293151240694,repression,0.4693303943810725
784,Cluster_9532,FUN_017382,0.4119488860164609,0.00826122651462833,activation,0.4119488860164609
785,Cluster_1950,FUN_017382,0.5328364344466269,0.0004006629266513404,activation,0.5328364344466269
786,Cluster_14610,FUN_017382,0.4253044385184113,0.006222630753488018,activation,0.4253044385184113
787,Cluster_1819,FUN_017382,0.34966121881642837,0.02698998453876986,activation,0.34966121881642837
788,Cluster_14146,FUN_017382,0.3444711111811936,0.029506908721850796,activation,0.3444711111811936
789,Cluster_9366,FUN_017382,0.566878884463946,0.00013688785531270072,activation,0.566878884463946
790,Cluster_1833,FUN_017382,0.6606827329955962,3.492048410599653e-06,activation,0.6606827329955962
791,Cluster_9786,FUN_017382,0.5843420813533161,7.528044246254952e-05,activation,0.5843420813533161
792,Cluster_4034,FUN_017382,0.5810414282749746,8.450852371422606e-05,activation,0.5810414282749746
793,Cluster_11565,FUN_017382,0.4209749519914497,0.006829694319895838,activation,0.4209749519914497
794,Cluster_5685,FUN_017382,0.7728630690555578,5.109005196438016e-09,activation,0.7728630690555578
795,Cluster_14692,FUN_017382,0.534222432171128,0.0003843679427304504,activation,0.534222432171128
796,Cluster_17173,FUN_017382,0.5033648810953592,0.0009300968928358294,activation,0.5033648810953592
797,Cluster_13327,FUN_017382,0.3576121136094548,0.023480919498121297,activation,0.3576121136094548
798,Cluster_17192,FUN_017382,0.6191701525949387,2.0501246843318754e-05,activation,0.6191701525949387
799,Cluster_3301,FUN_017382,0.3342597537860567,0.03502524514905069,activation,0.3342597537860567
800,Cluster_1832,FUN_017382,0.4784757778872631,0.001790084344293324,activation,0.4784757778872631
801,Cluster_5517,FUN_017382,0.32680146736412563,0.039568255137425415,activation,0.32680146736412563
802,Cluster_9706,FUN_017382,0.4663693120129697,0.00241930851826592,activation,0.4663693120129697
803,Cluster_14165,FUN_017382,0.4142244788955075,0.00787799275781073,activation,0.4142244788955075
804,Cluster_3227,FUN_017382,0.31586203557094256,0.047089198108086386,activation,0.31586203557094256
805,Cluster_9380,FUN_017382,0.4249805721141661,0.006266370299378932,activation,0.4249805721141661
806,Cluster_2372,FUN_017382,0.34115838747698574,0.0312124379883414,activation,0.34115838747698574
807,Cluster_14605,FUN_017382,0.4613733064022199,0.0027309572439657573,activation,0.4613733064022199
808,Cluster_17186,FUN_017382,0.5079551737979391,0.0008198008343831529,activation,0.5079551737979391
809,Cluster_14532,FUN_001715,0.5102267709132543,0.0007696530619332756,activation,0.5102267709132543
810,Cluster_14610,FUN_001715,0.3740589747361993,0.01741735603423931,activation,0.3740589747361993
811,Cluster_15097,FUN_001715,0.5110985956542207,0.0007511443320576838,activation,0.5110985956542207
812,Cluster_1819,FUN_001715,0.4678594857368456,0.0023326141338573685,activation,0.4678594857368456
813,Cluster_10452,FUN_001715,0.33606877239668037,0.033990319964102615,activation,0.33606877239668037
814,Cluster_17245,FUN_001715,0.31431747188160125,0.04823837949502985,activation,0.31431747188160125
815,Cluster_3109,FUN_001715,0.3895609575688973,0.012965847905717967,activation,0.3895609575688973
816,Cluster_9366,FUN_001715,0.3508647768822512,0.026432473490510436,activation,0.3508647768822512
817,Cluster_14692,FUN_001715,0.4008823875351094,0.010361436311560493,activation,0.4008823875351094
818,Cluster_5516,FUN_001715,0.33660414897823226,0.033688892345765976,activation,0.33660414897823226
819,Cluster_16354,FUN_001715,0.3315223395089281,0.03664026866768651,activation,0.3315223395089281
820,Cluster_3301,FUN_001715,0.4097706039538361,0.008642956955960259,activation,0.4097706039538361
821,Cluster_17623,FUN_001715,0.32489966480163984,0.04080040057639457,activation,0.32489966480163984
822,Cluster_1865,FUN_001715,0.4775209323586911,0.0018338506499696197,activation,0.4775209323586911
823,Cluster_14605,FUN_001715,0.38840861391488235,0.013259648991634924,activation,0.38840861391488235
824,Cluster_5603,FUN_018890,-0.3485814560636884,0.027498407748438838,repression,0.3485814560636884
825,Cluster_14610,FUN_018890,-0.3724164622318416,0.01795657758772932,repression,0.3724164622318416
826,Cluster_15097,FUN_018890,-0.3486414892971029,0.027469933522532384,repression,0.3486414892971029
827,Cluster_10452,FUN_018890,-0.3950800280081419,0.011634133722652797,repression,0.3950800280081419
828,Cluster_17245,FUN_018890,-0.3535230907090281,0.025234869666931677,repression,0.3535230907090281
829,Cluster_9366,FUN_018890,-0.3706099761890024,0.018565765356811547,repression,0.3706099761890024
830,Cluster_9512,FUN_018890,-0.3703333101438991,0.01866057825668119,repression,0.3703333101438991
831,Cluster_9786,FUN_018890,-0.3833001038910945,0.014631065705868643,repression,0.3833001038910945
832,Cluster_17192,FUN_018890,-0.34240783398501506,0.030559877382300496,repression,0.34240783398501506
833,Cluster_1836,FUN_018890,-0.4198401967446969,0.00699700584630197,repression,0.4198401967446969
834,Cluster_2500,FUN_018890,-0.35462617848502015,0.024751323960222234,repression,0.35462617848502015
835,Cluster_5517,FUN_018890,-0.3706144147025488,0.01856424759013693,repression,0.3706144147025488
836,Cluster_9706,FUN_018890,-0.3920649391103489,0.01234643558380337,repression,0.3920649391103489
837,Cluster_17623,FUN_018890,-0.41762475000210886,0.007333857530809486,repression,0.41762475000210886
838,Cluster_4754,FUN_018890,-0.43446664982517874,0.0050898001569694516,repression,0.43446664982517874
839,Cluster_3227,FUN_018890,-0.40853342335561516,0.008866427339741004,repression,0.40853342335561516
840,Cluster_9420,FUN_018890,-0.35037106765723186,0.026660002844712854,repression,0.35037106765723186
841,Cluster_9380,FUN_018890,-0.3362829514157185,0.03386946849184027,repression,0.3362829514157185
842,Cluster_1865,FUN_018890,-0.4234958917909545,0.006470298643062139,repression,0.4234958917909545
843,Cluster_3226,FUN_018890,-0.46269052717213244,0.0026455517252259256,repression,0.46269052717213244
844,Cluster_2372,FUN_018890,-0.331896853973593,0.036415782551278336,repression,0.331896853973593
845,Cluster_17186,FUN_018890,-0.3575020061535403,0.023526782187412526,repression,0.3575020061535403
846,Cluster_17245,FUN_001841,-0.3940204958238704,0.01188034872724222,repression,0.3940204958238704
847,Cluster_16354,FUN_001841,-0.38307644129527973,0.014693752939210708,repression,0.38307644129527973
848,Cluster_13327,FUN_043903,0.31966038253248397,0.04435697982846281,activation,0.31966038253248397
849,Cluster_9532,FUN_011729,0.3775214653464983,0.016325172806112634,activation,0.3775214653464983
850,Cluster_1950,FUN_011729,0.3474293345574757,0.028049619261976574,activation,0.3474293345574757
851,Cluster_4026,FUN_011729,0.3754170150170335,0.016981874691507932,activation,0.3754170150170335
852,Cluster_5603,FUN_011729,0.40466753500019353,0.00959691741547749,activation,0.40466753500019353
853,Cluster_14610,FUN_011729,0.39931530922069325,0.01069284754080248,activation,0.39931530922069325
854,Cluster_14146,FUN_011729,0.33272975450177766,0.03592056807192034,activation,0.33272975450177766
855,Cluster_9366,FUN_011729,0.4408905739734066,0.004406446628145777,activation,0.4408905739734066
856,Cluster_9786,FUN_011729,0.37266124510434057,0.01787533888797176,activation,0.37266124510434057
857,Cluster_4034,FUN_011729,0.32255509077297423,0.04236217134896847,activation,0.32255509077297423
858,Cluster_5685,FUN_011729,0.42704380019034216,0.005992206101012807,activation,0.42704380019034216
859,Cluster_13327,FUN_011729,0.36518982284592216,0.02049864764277914,activation,0.36518982284592216
860,Cluster_17192,FUN_011729,0.40947150771763147,0.008696534726217772,activation,0.40947150771763147
861,Cluster_3301,FUN_011729,0.3727230273919169,0.017854883450055457,activation,0.3727230273919169
862,Cluster_1832,FUN_011729,0.3158731461271425,0.047081012457868006,activation,0.3158731461271425
863,Cluster_5517,FUN_011729,0.4551720914050492,0.0031663258002129708,activation,0.4551720914050492
864,Cluster_9706,FUN_011729,0.37595057162773016,0.01681330688981671,activation,0.37595057162773016
865,Cluster_17623,FUN_011729,0.31557210159704796,0.04730321209231973,activation,0.31557210159704796
866,Cluster_4754,FUN_011729,0.4090259410071693,0.008776878155468177,activation,0.4090259410071693
867,Cluster_3227,FUN_011729,0.33784650376150177,0.03299786791614633,activation,0.33784650376150177
868,Cluster_9420,FUN_011729,0.40889512833877584,0.00880058645699138,activation,0.40889512833877584
869,Cluster_1865,FUN_011729,0.3752640913470158,0.01703044981129405,activation,0.3752640913470158
870,Cluster_2372,FUN_011729,0.37642216195562783,0.016665491827731187,activation,0.37642216195562783
871,Cluster_14605,FUN_011729,0.32845138324478534,0.038524015023146556,activation,0.32845138324478534
872,Cluster_9532,FUN_028652,0.316857634504005,0.04636024284058106,activation,0.316857634504005
873,Cluster_1950,FUN_028652,0.4001081273555551,0.010524066531250724,activation,0.4001081273555551
874,Cluster_14146,FUN_028652,0.40033606942253674,0.010475963474620537,activation,0.40033606942253674
875,Cluster_10452,FUN_028652,0.37374959968284094,0.017517866286801232,activation,0.37374959968284094
876,Cluster_9366,FUN_028652,0.3274739489993113,0.03913988847638962,activation,0.3274739489993113
877,Cluster_1833,FUN_028652,0.31526354479042984,0.0475318340243946,activation,0.31526354479042984
878,Cluster_9512,FUN_028652,0.5359131886922407,0.0003652958528153938,activation,0.5359131886922407
879,Cluster_2746,FUN_028652,0.3692303379450468,0.01904261523780299,activation,0.3692303379450468
880,Cluster_17173,FUN_028652,0.3568091725209637,0.02381708055044982,activation,0.3568091725209637
881,Cluster_17192,FUN_028652,0.33021894984081934,0.037430364801963156,activation,0.33021894984081934
882,Cluster_1836,FUN_028652,0.5350412443366874,0.0003750228702093965,activation,0.5350412443366874
883,Cluster_1832,FUN_028652,0.3583811883060162,0.023162651374675887,activation,0.3583811883060162
884,Cluster_4752,FUN_028652,0.5791358913598855,9.029152562275651e-05,activation,0.5791358913598855
885,Cluster_5517,FUN_028652,0.3427550015800259,0.030380568659904215,activation,0.3427550015800259
886,Cluster_9706,FUN_028652,0.4195140780169184,0.007045738279637837,activation,0.4195140780169184
887,Cluster_14165,FUN_028652,0.608594451063063,3.092959970028747e-05,activation,0.608594451063063
888,Cluster_3227,FUN_028652,0.35216269461805905,0.02584198787190224,activation,0.35216269461805905
889,Cluster_9380,FUN_028652,0.46018128554939125,0.002810318344033897,activation,0.46018128554939125
890,Cluster_3226,FUN_028652,0.49318480183635793,0.0012229681133641387,activation,0.49318480183635793
891,Cluster_17186,FUN_028652,0.4742105940614604,0.0019929758470975376,activation,0.4742105940614604
892,Cluster_3226,FUN_019284,0.31836924772565356,0.045270929114158094,activation,0.31836924772565356
893,Cluster_13647,FUN_019284,0.40643884047441814,0.009256064082942708,activation,0.40643884047441814
894,Cluster_14532,FUN_027665,0.48451470881633607,0.0015340044256602662,activation,0.48451470881633607
895,Cluster_5603,FUN_027665,0.4743660684677393,0.001985238806335275,activation,0.4743660684677393
896,Cluster_1819,FUN_027665,0.5021754544286712,0.0009607462218487715,activation,0.5021754544286712
897,Cluster_14146,FUN_027665,0.4077807691749577,0.009004786840001744,activation,0.4077807691749577
898,Cluster_10452,FUN_027665,0.39952297069395154,0.010648417322398308,activation,0.39952297069395154
899,Cluster_3109,FUN_027665,0.6313778367726796,1.2513072297370964e-05,activation,0.6313778367726796
900,Cluster_9366,FUN_027665,0.3484370159599884,0.02756701692877676,activation,0.3484370159599884
901,Cluster_14692,FUN_027665,0.3807121255695251,0.015370423673838354,activation,0.3807121255695251
902,Cluster_5516,FUN_027665,0.42990810858307,0.005628816735337766,activation,0.42990810858307
903,Cluster_13327,FUN_027665,0.4175492724025555,0.007345575357918826,activation,0.4175492724025555
