,feature1,feature2,correlation,p_value
42,FUN_008010,Cluster_1950,0.16982387559275264,0.29480646643665737
43,FUN_008010,Cluster_9380,0.07355401043837136,0.6519485441012578
44,FUN_008010,Cluster_12087,-0.22927701225770217,0.15469800959808788
45,FUN_008010,Cluster_9786,0.11513589563678119,0.4792864352978914
46,FUN_008010,Cluster_14165,0.2276881364975262,0.15765555734217596
47,FUN_008010,Cluster_14692,0.06519423027840358,0.6893956221843097
48,FUN_008010,Cluster_9512,-0.08680865630244601,0.5942940403660834
49,FUN_008010,Cluster_4752,-0.07844731091460377,0.6304068497298708
50,FUN_008010,Cluster_12083,-0.21723227152287433,0.1781494783669049
51,FUN_000095,Cluster_4036,0.045349026572204486,0.781119418681071
52,FUN_000095,Cluster_13647,0.04035182673625631,0.8047415688480498
53,FUN_000095,Cluster_1819,-0.046943805564209164,0.7736203155194881
54,FUN_000095,Cluster_3226,0.027673509852246484,0.865399434338192
55,FUN_000095,Cluster_4754,-0.12336678539747031,0.4482099413564139
56,FUN_000095,Cluster_9420,-0.09609007916408098,0.5553089720910195
57,FUN_000095,Cluster_17186,-0.06800702155798873,0.6767087018023815
58,FUN_000095,Cluster_17173,-0.051309904899824225,0.7531950493193167
59,FUN_000095,Cluster_3301,0.11254133111583725,0.48931107230212983
60,FUN_000095,Cluster_5516,-0.14516561859838772,0.37145995820013267
61,FUN_000095,Cluster_1832,-0.19625646042585787,0.22485418763633422
62,FUN_000095,Cluster_9366,0.040602191620813646,0.8035538050375113
63,FUN_000095,Cluster_1833,-0.17062239242989355,0.29250820669912664
64,FUN_000095,Cluster_17245,-0.035855635294741756,0.8261433099034667
65,FUN_000095,Cluster_9532,-0.10165874036999761,0.5325101125639691
66,FUN_000095,Cluster_3109,-0.10492012513201264,0.5193722709047013
67,FUN_000095,Cluster_9706,-0.23869336854244788,0.13799613836191335
68,FUN_000095,Cluster_12081,-0.16496939442733416,0.3090276674934445
69,FUN_000095,Cluster_14532,-0.008147248113691039,0.9602064219541557
70,FUN_000095,Cluster_11565,-0.02976075362592628,0.85535105502676
71,FUN_000095,Cluster_1951,-0.2011185828095725,0.21334752797029263
72,FUN_000095,Cluster_16354,-0.06118174660560185,0.7076389636560798
73,FUN_000095,Cluster_2500,-0.07765779820502285,0.6338627687765466
74,FUN_000095,Cluster_1865,-0.022277679651233392,0.8914691856270294
75,FUN_000095,Cluster_17623,-0.14496703116678725,0.37212165942787034
76,FUN_000095,Cluster_14633,-0.1417299289338219,0.38300644705103554
77,FUN_000095,Cluster_14605,-0.055966400769572135,0.7315928363748924
78,FUN_000095,Cluster_15097,0.2165131363217488,0.17962579997193592
79,FUN_000095,Cluster_2372,-0.13573272001342204,0.4036599998898194
80,FUN_000095,Cluster_4034,-0.09264373957896252,0.5696441098980422
81,FUN_000095,Cluster_13327,-0.0641223815821872,0.6942525042651102
82,FUN_000095,Cluster_14146,-0.12056183041436574,0.4586749637409407
83,FUN_000095,Cluster_2746,-0.00923980867590132,0.9548751737883645
84,FUN_000095,Cluster_5685,0.09110946615250512,0.5760799953003317
85,FUN_000095,Cluster_5603,-0.13867639120932013,0.39344359488482916
86,FUN_000095,Cluster_10452,-0.06497545651018641,0.6903859648737941
87,FUN_000095,Cluster_3227,-0.3545558966815461,0.024781900991379505
88,FUN_000095,Cluster_4026,-0.042759298238525194,0.7933385066405894
89,FUN_000095,Cluster_17192,-0.14603875068816805,0.3685589688949145
90,FUN_000095,Cluster_1836,-0.17533328943890145,0.27918513103039777
91,FUN_000095,Cluster_14610,0.031342009420453405,0.8477534700426164
92,FUN_000095,Cluster_5517,-0.04258338635641673,0.7941703146340494
93,FUN_000095,Cluster_1950,-0.0938796329795181,0.5644839279610759
94,FUN_000095,Cluster_9380,-0.19923833583245465,0.2177479216109138
95,FUN_000095,Cluster_12087,-0.16951990178899556,0.2956843955231391
96,FUN_000095,Cluster_9786,-0.14219114225117616,0.38144428083152476
97,FUN_000095,Cluster_14165,-0.13680867648445794,0.3999081996547127
98,FUN_000095,Cluster_14692,-0.061559645721992115,0.7059137121659425
99,FUN_000095,Cluster_9512,-0.021337038461548073,0.8960261950505651
100,FUN_000095,Cluster_4752,-0.038426647719018,0.81388913930976
101,FUN_000095,Cluster_12083,-0.16044152602311873,0.32267762277628753
102,FUN_021026,Cluster_4036,0.19060605195266447,0.23875243735501606
103,FUN_021026,Cluster_13647,0.49549896593607223,0.0011500323696349065
104,FUN_021026,Cluster_1819,0.11255231658134464,0.4892684005096077
105,FUN_021026,Cluster_3226,-0.03891257766332949,0.8115778716523194
106,FUN_021026,Cluster_4754,0.16390997926890774,0.3121881077146509
107,FUN_021026,Cluster_9420,0.24695026804033768,0.12448255254544519
108,FUN_021026,Cluster_17186,0.0977468962731691,0.548478167260098
109,FUN_021026,Cluster_17173,0.17384065596257245,0.2833629079579743
110,FUN_021026,Cluster_3301,0.20758606295067547,0.19868320026764222
111,FUN_021026,Cluster_5516,0.22963277708088464,0.1540413654703829
112,FUN_021026,Cluster_1832,0.20525374196047794,0.20388761504066993
113,FUN_021026,Cluster_9366,-0.0011116281472868402,0.9945683559255394
114,FUN_021026,Cluster_1833,0.039307094407248035,0.809702557645397
115,FUN_021026,Cluster_17245,0.20335216796433128,0.20820074307771516
116,FUN_021026,Cluster_9532,0.07079636056187782,0.6642139310281767
117,FUN_021026,Cluster_3109,-0.00038326030167322244,0.9981272989969248
118,FUN_021026,Cluster_9706,0.40268073495900536,0.009991961357891122
119,FUN_021026,Cluster_12081,0.024583515608969164,0.8803132198258165
120,FUN_021026,Cluster_14532,0.13658764019917605,0.40067729357435194
121,FUN_021026,Cluster_11565,-0.09744809553340505,0.5497071274232636
122,FUN_021026,Cluster_1951,0.1438600501886738,0.3758229991689296
123,FUN_021026,Cluster_16354,0.194198668228676,0.22984997537869778
124,FUN_021026,Cluster_2500,-0.002960047569424763,0.9855372510305541
125,FUN_021026,Cluster_1865,-0.03901404754959452,0.8110954404559392
126,FUN_021026,Cluster_17623,0.12888761763688242,0.42799779139639016
127,FUN_021026,Cluster_14633,-0.06965865787894808,0.6692996634993151
128,FUN_021026,Cluster_14605,0.1704896573274117,0.2928894370648678
129,FUN_021026,Cluster_15097,0.07299282451271509,0.6544373869591301
130,FUN_021026,Cluster_2372,0.3187893911188928,0.044971867171924515
131,FUN_021026,Cluster_4034,0.2173230662360624,0.1779637028912454
132,FUN_021026,Cluster_13327,0.38199230367095716,0.015000839472702789
133,FUN_021026,Cluster_14146,0.1398513826884364,0.3894079977231795
134,FUN_021026,Cluster_2746,0.09091503281234356,0.5768979392454507
135,FUN_021026,Cluster_5685,-0.10340130291294525,0.5254705049222227
136,FUN_021026,Cluster_5603,0.09164189682061229,0.5738428549415219
137,FUN_021026,Cluster_10452,0.10504670988691128,0.5188656074839815
138,FUN_021026,Cluster_3227,0.10985932899885002,0.49978630827867837
139,FUN_021026,Cluster_4026,0.020149084422917612,0.9017860216759703
140,FUN_021026,Cluster_17192,0.09170044049114826,0.5735971104140098
141,FUN_021026,Cluster_1836,0.21672260316460604,0.17919488495683067
142,FUN_021026,Cluster_14610,0.050728362032542156,0.7559063765388512
143,FUN_021026,Cluster_5517,0.1858513993280274,0.25088925026116615
144,FUN_021026,Cluster_1950,0.15628967435189067,0.3355204225176822
145,FUN_021026,Cluster_9380,0.21109360407668398,0.1910330431281721
146,FUN_021026,Cluster_12087,0.06858500438541604,0.6741124796729951
147,FUN_021026,Cluster_9786,0.2733563976180058,0.08787542917222274
148,FUN_021026,Cluster_14165,-0.08943528735239907,0.5831400901517902
149,FUN_021026,Cluster_14692,0.10985802684257766,0.4997914217720264
150,FUN_021026,Cluster_9512,0.1532169622667506,0.3452256181365646
151,FUN_021026,Cluster_4752,-0.06226567651669271,0.7026943067560298
152,FUN_021026,Cluster_12083,0.0205664518432706,0.8997618238304713
153,FUN_018638,Cluster_4036,-0.18787011097711623,0.24568672302653755
154,FUN_018638,Cluster_13647,0.030761535207177816,0.850540980671863
155,FUN_018638,Cluster_1819,-0.16070307487832672,0.3218790274693084
156,FUN_018638,Cluster_3226,-0.20841531107442,0.1968554557557545
157,FUN_018638,Cluster_4754,-0.17510535548220316,0.2798204871904472
158,FUN_018638,Cluster_9420,-0.22350173380774122,0.16564466827979654
159,FUN_018638,Cluster_17186,-0.16530883202556967,0.3080193691200697
160,FUN_018638,Cluster_17173,-0.2031497294340132,0.20866362263157465
161,FUN_018638,Cluster_3301,-0.15633110343125461,0.3353907318898242
162,FUN_018638,Cluster_5516,-0.16947835088314006,0.2958045321410792
163,FUN_018638,Cluster_1832,-0.13451522763624987,0.40792962424778695
164,FUN_018638,Cluster_9366,-0.19319523772327837,0.23231332164442306
165,FUN_018638,Cluster_1833,-0.013626496816866422,0.9334917448806844
166,FUN_018638,Cluster_17245,-0.14579260434867217,0.36937541921102285
167,FUN_018638,Cluster_9532,-0.18798978037829941,0.24538061411038342
168,FUN_018638,Cluster_3109,-0.11718599166668217,0.47144224899118686
169,FUN_018638,Cluster_9706,-0.09919833748097531,0.5425270247227196
170,FUN_018638,Cluster_12081,-0.10963835125277482,0.5006544566857724
171,FUN_018638,Cluster_14532,-0.13485703012648753,0.4067283571353694
172,FUN_018638,Cluster_11565,-0.09249563699825482,0.5702639238403076
173,FUN_018638,Cluster_1951,-0.20667553642016845,0.20070376935512596
174,FUN_018638,Cluster_16354,-0.13760944297599229,0.3971290834971393
175,FUN_018638,Cluster_2500,-0.15392289632747166,0.3429808615496398
176,FUN_018638,Cluster_1865,-0.1675713126751532,0.3013521239560232
177,FUN_018638,Cluster_17623,-0.18665622143656227,0.24880632553504628
178,FUN_018638,Cluster_14633,-0.1777521479347213,0.2725007105353699
179,FUN_018638,Cluster_14605,-0.1623265978998206,0.31694960687436763
180,FUN_018638,Cluster_15097,-0.16462772190990965,0.310044717034829
181,FUN_018638,Cluster_2372,-0.17850879238679293,0.2704315236915998
182,FUN_018638,Cluster_4034,-0.1759621655520829,0.2774370523444522
183,FUN_018638,Cluster_13327,-0.07545527430099118,0.6435442508347742
184,FUN_018638,Cluster_14146,-0.14990516076027027,0.35587621533861524
185,FUN_018638,Cluster_2746,-0.21643654405890494,0.1797835499439511
186,FUN_018638,Cluster_5685,-0.12619427975894537,0.43779396528638187
187,FUN_018638,Cluster_5603,-0.1581173804583212,0.32982841732308993
188,FUN_018638,Cluster_10452,-0.18016928153828898,0.2659269326591912
189,FUN_018638,Cluster_3227,-0.18442367679209312,0.2546129467420216
190,FUN_018638,Cluster_4026,-0.14936159666449544,0.3576430908840739
191,FUN_018638,Cluster_17192,-0.20371498849673814,0.20737293592761963
192,FUN_018638,Cluster_1836,-0.16544844197363257,0.3076052652951522
193,FUN_018638,Cluster_14610,-0.19495345969474875,0.2280088124190375
194,FUN_018638,Cluster_5517,-0.1852414170147158,0.252475678825671
195,FUN_018638,Cluster_1950,-0.13741901069282206,0.39778897652964273
196,FUN_018638,Cluster_9380,-0.16344669723813604,0.3135765689477591
197,FUN_018638,Cluster_12087,-0.08223768051890858,0.6139242533301914
198,FUN_018638,Cluster_9786,-0.17707008767633814,0.27437482100727384
199,FUN_018638,Cluster_14165,-0.11695056991315142,0.47233956345067707
200,FUN_018638,Cluster_14692,-0.14394901105463195,0.37552474288191706
201,FUN_018638,Cluster_9512,-0.2358094433410795,0.14296290293434344
202,FUN_018638,Cluster_4752,-0.16487611316527293,0.3093051255986733
203,FUN_018638,Cluster_12083,-0.037958242970405884,0.8161185239831836
204,FUN_039702,Cluster_4036,0.25235689161851216,0.11618685605813789
205,FUN_039702,Cluster_13647,0.10404584960541025,0.5228782932751664
206,FUN_039702,Cluster_1819,0.29837765961612855,0.061467474603298274
207,FUN_039702,Cluster_3226,0.031380558467725,0.8475684169690713
208,FUN_039702,Cluster_4754,0.17964172352495328,0.26735268954719066
209,FUN_039702,Cluster_9420,0.27697694970014897,0.08358739529177706
210,FUN_039702,Cluster_17186,0.1596393897930004,0.3251345378856101
211,FUN_039702,Cluster_17173,0.09829904277066481,0.5462106352083564
212,FUN_039702,Cluster_3301,0.22936933406762972,0.15452741316618385
213,FUN_039702,Cluster_5516,0.2667264898010155,0.09616675393394851
214,FUN_039702,Cluster_1832,0.27708432878560013,0.08346274982803169
215,FUN_039702,Cluster_9366,0.33251849064062583,0.036045653713932244
216,FUN_039702,Cluster_1833,0.18115123731499366,0.2632865407726316
217,FUN_039702,Cluster_17245,0.27969401186064646,0.08047762882600397
218,FUN_039702,Cluster_9532,0.1059113612633019,0.5154113529209622
219,FUN_039702,Cluster_3109,0.32042828862819134,0.04382053089439706
220,FUN_039702,Cluster_9706,0.1071681155630646,0.5104111762877507
221,FUN_039702,Cluster_12081,-0.06904512121077568,0.6720483540270512
222,FUN_039702,Cluster_14532,0.2763088089646941,0.08436622570051337
223,FUN_039702,Cluster_11565,0.25655184016267824,0.11004298636624919
224,FUN_039702,Cluster_1951,0.1681991677823103,0.29951839335862207
225,FUN_039702,Cluster_16354,0.19185437785244175,0.23563301334728362
226,FUN_039702,Cluster_2500,0.10856717808997221,0.5048735915606974
227,FUN_039702,Cluster_1865,0.3467134179050562,0.028396717596525213
228,FUN_039702,Cluster_17623,0.24971839228325504,0.12018156218627883
229,FUN_039702,Cluster_14633,0.17580291289686642,0.27787904667969815
230,FUN_039702,Cluster_14605,0.34188538409468194,0.03083136104983035
231,FUN_039702,Cluster_15097,0.24383610571015069,0.12945779092425147
232,FUN_039702,Cluster_2372,0.33376672928871737,0.035311733717320555
233,FUN_039702,Cluster_4034,0.29991758094725984,0.06007557318731039
234,FUN_039702,Cluster_13327,0.26635372610703356,0.09665017376972485
235,FUN_039702,Cluster_14146,0.21645698686313133,0.17974143613323634
236,FUN_039702,Cluster_2746,0.12874559690139584,0.42851126762919906
237,FUN_039702,Cluster_5685,0.364983290879804,0.020575508854476666
238,FUN_039702,Cluster_5603,0.20735463355549993,0.19919541189162546
239,FUN_039702,Cluster_10452,0.16707007913383545,0.3028211798423743
240,FUN_039702,Cluster_3227,0.25381485461217435,0.11402288928446691
241,FUN_039702,Cluster_4026,0.15426873599476956,0.34188442250494927
242,FUN_039702,Cluster_17192,0.1591876509079799,0.3265233264915411
243,FUN_039702,Cluster_1836,-0.029427708069547608,0.856952931509941
244,FUN_039702,Cluster_14610,0.33878876905492433,0.03248156082893398
245,FUN_039702,Cluster_5517,0.24732006974671628,0.12390139527708743
246,FUN_039702,Cluster_1950,0.27533588845979123,0.08551039257168691
247,FUN_039702,Cluster_9380,0.24074002474681752,0.13454958305366158
248,FUN_039702,Cluster_12087,-0.06137084648631191,0.7067754708979122
249,FUN_039702,Cluster_9786,0.3287309125029843,0.038349346780369574
250,FUN_039702,Cluster_14165,0.2582786054680939,0.10758682527586844
251,FUN_039702,Cluster_14692,0.314040756195545,0.04844662888462639
252,FUN_039702,Cluster_9512,-0.002093125614419962,0.9897727501713792
253,FUN_039702,Cluster_4752,-0.12301700568939186,0.4495077864468633
254,FUN_039702,Cluster_12083,-0.02448654030122062,0.8807819565392485
255,FUN_009078,Cluster_4036,0.28638563558966307,0.07320315252000745
256,FUN_009078,Cluster_13647,0.15253717706067457,0.34739570211377985
257,FUN_009078,Cluster_1819,0.28616559262513086,0.07343385105525001
258,FUN_009078,Cluster_3226,0.2986853227846987,0.06118735556333262
259,FUN_009078,Cluster_4754,0.3678817440820014,0.019518624388293614
260,FUN_009078,Cluster_9420,0.3392903206203935,0.0322094592610714
261,FUN_009078,Cluster_17186,0.15286839865271612,0.3463373022073361
262,FUN_009078,Cluster_17173,0.26254675324006627,0.10169468386529015
263,FUN_009078,Cluster_3301,0.4291143704589535,0.00572755366105711
264,FUN_009078,Cluster_5516,0.34220055350317474,0.030667350998954266
265,FUN_009078,Cluster_1832,0.2593176500520887,0.10612909563394811
266,FUN_009078,Cluster_9366,0.2734754168769131,0.08773181309509909
267,FUN_009078,Cluster_1833,0.04549285163690475,0.7804422991801582
268,FUN_009078,Cluster_17245,0.2635544295900927,0.10034027832421513
269,FUN_009078,Cluster_9532,0.2696944312605518,0.09238375743496792
270,FUN_009078,Cluster_3109,0.1933990164521061,0.2318116108765468
271,FUN_009078,Cluster_9706,0.07184647452815827,0.659532865353307
272,FUN_009078,Cluster_12081,-0.2687717415753035,0.093547337674469
273,FUN_009078,Cluster_14532,0.39998026963203437,0.010551131036346407
274,FUN_009078,Cluster_11565,-0.03781423827824103,0.8168042061605494
275,FUN_009078,Cluster_1951,0.25277075252243447,0.11556946381826752
276,FUN_009078,Cluster_16354,0.3872850545101696,0.01355152969725872
277,FUN_009078,Cluster_2500,0.24872866601935215,0.12170633625881301
278,FUN_009078,Cluster_1865,0.38406787705500167,0.014417595787352893
279,FUN_009078,Cluster_17623,0.2123341640693033,0.1883777975564619
280,FUN_009078,Cluster_14633,-0.08985074801495255,0.5813844632101657
281,FUN_009078,Cluster_14605,0.2987164651179392,0.061159057951564275
282,FUN_009078,Cluster_15097,0.38938456683929373,0.013010458944950083
283,FUN_009078,Cluster_2372,0.28084400130951886,0.07918891501335255
284,FUN_009078,Cluster_4034,0.2337543560764947,0.14658172241559153
285,FUN_009078,Cluster_13327,0.2331864156049829,0.14759357208056434
286,FUN_009078,Cluster_14146,0.22296701391709892,0.16668577592767894
287,FUN_009078,Cluster_2746,0.3303033183076313,0.03737880414383055
288,FUN_009078,Cluster_5685,0.26905368977147753,0.09319058927145349
289,FUN_009078,Cluster_5603,0.21967493855413067,0.17319965345007177
290,FUN_009078,Cluster_10452,0.4008487873666545,0.010368449081972323
291,FUN_009078,Cluster_3227,0.06974089990068731,0.6689315351132183
292,FUN_009078,Cluster_4026,0.18413344644739474,0.255374396420884
293,FUN_009078,Cluster_17192,0.12484572053886919,0.4427450484942681
294,FUN_009078,Cluster_1836,0.10656861869850824,0.51279331921803
295,FUN_009078,Cluster_14610,0.33688830239423817,0.03352980171359612
296,FUN_009078,Cluster_5517,0.30458228213759847,0.0560117696811403
297,FUN_009078,Cluster_1950,0.3147407545419924,0.04792122429336128
298,FUN_009078,Cluster_9380,0.2433994642761135,0.13016705551164476
299,FUN_009078,Cluster_12087,-0.2384524004777197,0.13840618460660226
300,FUN_009078,Cluster_9786,0.3008440367871439,0.05925032999651402
301,FUN_009078,Cluster_14165,0.2549907400931671,0.11229989265577092
302,FUN_009078,Cluster_14692,0.3106736708204861,0.05103913740777951
303,FUN_009078,Cluster_9512,0.17089709955235396,0.29172023295078237
304,FUN_009078,Cluster_4752,-0.0815317768745729,0.6169800734992343
305,FUN_009078,Cluster_12083,-0.21100753348654888,0.19121824091368717
306,FUN_028107,Cluster_4036,-0.0028275596045494148,0.986184521723055
307,FUN_028107,Cluster_13647,-0.08742780842055646,0.5916563986946852
308,FUN_028107,Cluster_1819,-0.003725183431534387,0.9817993670122598
309,FUN_028107,Cluster_3226,-0.2184468094727593,0.17567585554570564
310,FUN_028107,Cluster_4754,-0.005540590352892204,0.9729323193952608
311,FUN_028107,Cluster_9420,0.11390486568014473,0.4840293092107597
312,FUN_028107,Cluster_17186,0.20824431984212902,0.19723136663748003
313,FUN_028107,Cluster_17173,0.25605589855210664,0.11075621656391796
314,FUN_028107,Cluster_3301,-0.09966886644573895,0.5406044348085666
315,FUN_028107,Cluster_5516,-0.004190612036956526,0.9795258120331691
316,FUN_028107,Cluster_1832,0.2178251016388063,0.1769389841993311
317,FUN_028107,Cluster_9366,0.25816590092032843,0.10774585465556367
318,FUN_028107,Cluster_1833,0.33528326455965546,0.03443657802409571
319,FUN_028107,Cluster_17245,-0.10148582334700611,0.533211153337141
320,FUN_028107,Cluster_9532,0.1355308342884648,0.4043662109393115
321,FUN_028107,Cluster_3109,0.08665245086385871,0.5949603032726354
322,FUN_028107,Cluster_9706,0.2613555778170583,0.10331369511770228
323,FUN_028107,Cluster_12081,-0.22974001526420357,0.15384383263633547
324,FUN_028107,Cluster_14532,-0.1694959499510218,0.29575364392272663
325,FUN_028107,Cluster_11565,0.2999772419248262,0.06002215594684587
326,FUN_028107,Cluster_1951,0.18055790498018284,0.26487987442974215
327,FUN_028107,Cluster_16354,-0.24796593497767358,0.12289127138278279
328,FUN_028107,Cluster_2500,-0.2949569829927191,0.06465104599990022
329,FUN_028107,Cluster_1865,0.06292825595375685,0.6996776814629925
330,FUN_028107,Cluster_17623,-0.002102550099615868,0.9897267035020709
331,FUN_028107,Cluster_14633,0.11019857781865856,0.4984550061794452
332,FUN_028107,Cluster_14605,0.02899575907702057,0.8590313537802649
333,FUN_028107,Cluster_15097,-0.22583509153960754,0.16115651971061898
334,FUN_028107,Cluster_2372,0.062446967357156886,0.7018684675651993
335,FUN_028107,Cluster_4034,0.2151917038530593,0.18236130055586916
336,FUN_028107,Cluster_13327,0.06525465182083197,0.689122196520324
337,FUN_028107,Cluster_14146,0.1618436444233929,0.3184109811072388
338,FUN_028107,Cluster_2746,-0.10507571718919054,0.5187495384610824
339,FUN_028107,Cluster_5685,0.35720880798840937,0.023649270971804744
340,FUN_028107,Cluster_5603,0.16597461963778307,0.3060477246303263
341,FUN_028107,Cluster_10452,0.08729286021116937,0.5922308496929368
342,FUN_028107,Cluster_3227,0.35206127501181195,0.02588773079282065
343,FUN_028107,Cluster_4026,0.1387747717902654,0.3931047697471547
344,FUN_028107,Cluster_17192,0.4012565472945204,0.0102836178096502
345,FUN_028107,Cluster_1836,-0.0660181229720205,0.6856706275842537
346,FUN_028107,Cluster_14610,-0.008775260301773929,0.9571417561524067
347,FUN_028107,Cluster_5517,0.13677399937435983,0.40002880198622054
348,FUN_028107,Cluster_1950,0.3601753349054668,0.022434127836418852
349,FUN_028107,Cluster_9380,0.280408285333257,0.0796752830039364
350,FUN_028107,Cluster_12087,-0.23965897000384123,0.13636202391420607
351,FUN_028107,Cluster_9786,0.2057913566211751,0.20267960474660446
352,FUN_028107,Cluster_14165,0.2781483550045921,0.08223542515553596
353,FUN_028107,Cluster_14692,0.16836989570256886,0.29902099902681795
354,FUN_028107,Cluster_9512,0.11350050041774981,0.4855925481986754
355,FUN_028107,Cluster_4752,0.24560064591600334,0.12662085572260234
356,FUN_028107,Cluster_12083,-0.2176004942604515,0.17739691384083564
357,FUN_030244,Cluster_4036,0.30616702522971545,0.05468228664909025
358,FUN_030244,Cluster_13647,0.2723487358033967,0.08909864033613854
359,FUN_030244,Cluster_1819,-0.04442143476547477,0.7854902705998672
360,FUN_030244,Cluster_3226,0.17335233787984605,0.28473845350751
361,FUN_030244,Cluster_4754,-0.14662062900447143,0.3666332094791332
362,FUN_030244,Cluster_9420,0.10020796433280976,0.5384056981227826
363,FUN_030244,Cluster_17186,-0.11833972389703397,0.46705785301698977
364,FUN_030244,Cluster_17173,-0.034420714884746545,0.8330004590889775
365,FUN_030244,Cluster_3301,-0.038757486912221986,0.8123153720107186
366,FUN_030244,Cluster_5516,0.0430817580253605,0.7918143261560295
367,FUN_030244,Cluster_1832,0.13503111818948998,0.40611730309112937
368,FUN_030244,Cluster_9366,0.012533960340462834,0.9388137166464458
369,FUN_030244,Cluster_1833,-0.04057684531609023,0.8036740314660351
370,FUN_030244,Cluster_17245,-0.023896857025063986,0.8836330880816636
371,FUN_030244,Cluster_9532,-0.029205893115857456,0.858020127332515
372,FUN_030244,Cluster_3109,-0.008483742717089114,0.9585642733575724
373,FUN_030244,Cluster_9706,-0.20726861852074593,0.1993860207348292
374,FUN_030244,Cluster_12081,0.018718509697390813,0.9087287677770572
375,FUN_030244,Cluster_14532,0.24988161275105614,0.11993148961332056
376,FUN_030244,Cluster_11565,-0.20767629579332303,0.19848374287104018
377,FUN_030244,Cluster_1951,-0.15166097823783486,0.3502050557687055
378,FUN_030244,Cluster_16354,0.2290292353146628,0.15515654178320112
379,FUN_030244,Cluster_2500,-0.11605584040918024,0.47575806365423695
380,FUN_030244,Cluster_1865,0.23059201313193303,0.15228101454932355
381,FUN_030244,Cluster_17623,-0.08660132053090823,0.595178460531857
382,FUN_030244,Cluster_14633,-0.013006092694088504,0.9365135266658889
383,FUN_030244,Cluster_14605,0.036000515637445246,0.8254516586915797
384,FUN_030244,Cluster_15097,0.26001199233514005,0.1051633782142605
385,FUN_030244,Cluster_2372,-0.07986353022167282,0.6242271062033274
386,FUN_030244,Cluster_4034,-0.07495991438249237,0.6457297675096416
387,FUN_030244,Cluster_13327,0.07581619318595027,0.6419537453021088
388,FUN_030244,Cluster_14146,0.16132483053687746,0.3199855771991706
389,FUN_030244,Cluster_2746,0.3012416959703422,0.05889889506207784
390,FUN_030244,Cluster_5685,0.23890481781353937,0.13763706401640186
391,FUN_030244,Cluster_5603,0.24934455776795755,0.12075579604371944
392,FUN_030244,Cluster_10452,0.16210700561752006,0.31761354924561247
393,FUN_030244,Cluster_3227,-0.05362416824694575,0.7424344729169298
